"id_user","id_tempat","nama_tempat","kota","kategori","tarif","rating_tempat","latitude","longitude"
"58","188","Pantai Sadranan","Yogyakarta","Bahari","10000","2","-8.1456680","110.6043914"
"58","154","Pantai Ngrawe (Mesra)","Yogyakarta","Bahari","10000","4","-8.1333389","110.5537405"
"58","135","Kawasan Wisata Sosrowijayan","Yogyakarta","Pusat Perbelanjaan","0","4","-7.7916235","110.3619560"
"58","89","De Mata Museum Jogja","Yogyakarta","Budaya","50000","2","-7.8163156","110.3871442"
"58","144","Goa Jomblang","Yogyakarta","Cagar Alam","500000","1","-8.0281562","110.6383307"
"58","111","Puncak Pinus Becici","Yogyakarta","Taman Hiburan","3000","3","-7.9020355","110.4374627"
"58","114","The Lost World Castle","Yogyakarta","Taman Hiburan","30000","2","-7.6041648","110.4510042"
"59","147","Bentara Budaya Yogyakarta (BBY)","Yogyakarta","Budaya","0","5","-7.7857242","110.3746954"
"59","171","Candi Ijo","Yogyakarta","Budaya","5000","1","-7.7838276","110.5118987"
"59","157","Pantai Baron","Yogyakarta","Bahari","10000","1","-8.1288246","110.5487763"
"59","143","Seribu Batu Songgo Langit","Yogyakarta","Cagar Alam","2000","1","-7.9310984","110.4309190"
"59","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","1","-7.8229089","110.3756894"
"60","131","Watu Lumbung","Yogyakarta","Cagar Alam","5000","4","-7.9924379","110.3177780"
"60","129","Bukit Lintang Sewu","Yogyakarta","Taman Hiburan","2000","2","-7.9157997","110.4366436"
"60","150","Wisata Kraton Jogja","Yogyakarta","Budaya","7000","1","-7.8067535","110.3636659"
"60","181","Pantai Sundak","Yogyakarta","Bahari","5000","3","-8.1470720","110.6079043"
"60","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","4","-7.8013803","110.3647652"
"60","107","Bangsal Pagelaran","Yogyakarta","Budaya","5000","3","-7.8052843","110.3642137"
"60","119","Lava Bantal","Yogyakarta","Budaya","5000","4","-7.8081518","110.4595183"
"60","85","Taman Pintar Yogyakarta","Yogyakarta","Taman Hiburan","6000","2","-7.8006715","110.3676551"
"60","188","Pantai Sadranan","Yogyakarta","Bahari","10000","3","-8.1456680","110.6043914"
"61","109","Hutan Pinus Pengger","Yogyakarta","Taman Hiburan","3000","4","-7.8704832","110.4599108"
"61","146","Bukit Wisata Pulepayung","Yogyakarta","Cagar Alam","10000","3","-7.8001106","110.1238954"
"61","119","Lava Bantal","Yogyakarta","Budaya","5000","2","-7.8081518","110.4595183"
"61","154","Pantai Ngrawe (Mesra)","Yogyakarta","Bahari","10000","5","-8.1333389","110.5537405"
"61","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","3","-7.8116719","110.3632380"
"61","139","Puncak Gunung Api Purba - Nglanggeran","Yogyakarta","Cagar Alam","10000","5","-7.8412530","110.5430560"
"61","144","Goa Jomblang","Yogyakarta","Cagar Alam","500000","1","-8.0281562","110.6383307"
"61","197","Pantai Jungwok","Yogyakarta","Bahari","5000","1","-8.1978220","110.7123397"
"61","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","5","-7.9742940","110.4364363"
"61","120","Bukit Panguk Kediwung","Yogyakarta","Budaya","250000","3","-7.9583695","110.4407622"
"61","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","5","-7.6470943","110.4280998"
"61","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","5","-7.9136080","110.4377830"
"61","100","Taman Budaya Yogyakarta","Yogyakarta","Budaya","0","4","-7.8001041","110.3676579"
"61","132","Air Terjun Kedung Pedut","Yogyakarta","Cagar Alam","20000","2","-7.7699875","110.1210707"
"62","120","Bukit Panguk Kediwung","Yogyakarta","Budaya","250000","5","-7.9583695","110.4407622"
"62","191","Pantai Drini","Yogyakarta","Bahari","10000","5","-8.1384509","110.5775220"
"62","130","Studio Alam Gamplong","Yogyakarta","Taman Hiburan","10000","5","-7.8057936","110.2367304"
"62","170","Candi Borobudur","Yogyakarta","Budaya","50000","2","-7.6078738","110.2037513"
"62","131","Watu Lumbung","Yogyakarta","Cagar Alam","5000","4","-7.9924379","110.3177780"
"62","119","Lava Bantal","Yogyakarta","Budaya","5000","4","-7.8081518","110.4595183"
"62","131","Watu Lumbung","Yogyakarta","Cagar Alam","5000","1","-7.9924379","110.3177780"
"62","126","Pantai Goa Cemara","Yogyakarta","Bahari","4000","4","-7.9994230","110.2489630"
"63","125","Alun-alun Utara Keraton Yogyakarta","Yogyakarta","Budaya","0","1","-7.8038975","110.3644232"
"63","206","Wisata Kaliurang","Yogyakarta","Cagar Alam","8000","5","-7.6120675","110.4205209"
"63","187","Pantai Siung","Yogyakarta","Bahari","10000","2","-8.1818233","110.6832394"
"63","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","3","-7.9209209","110.4355651"
"63","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","1","-7.9471210","110.4410000"
"63","183","Jogja Bay Pirates Adventure Waterpark","Yogyakarta","Taman Hiburan","150000","4","-7.7478461","110.4188754"
"63","110","Monumen Serangan Umum 1 Maret","Yogyakarta","Taman Hiburan","3000","1","-7.8010124","110.3653376"
"63","116","Jurang Tembelan Kanigoro","Yogyakarta","Taman Hiburan","2500","2","-7.9401065","110.4300062"
"64","128","Gumuk Pasir Parangkusumo","Yogyakarta","Taman Hiburan","0","2","-8.0173266","110.3180791"
"64","91","Situs Warungboto","Yogyakarta","Taman Hiburan","0","3","-7.8102685","110.3931513"
"64","121","Candi Prambanan","Yogyakarta","Budaya","50000","4","-7.7520206","110.4914674"
"64","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","3","-7.8002016","110.3663044"
"64","112","Bukit Bintang Yogyakarta","Yogyakarta","Taman Hiburan","25000","4","-7.8458407","110.4798457"
"64","126","Pantai Goa Cemara","Yogyakarta","Bahari","4000","4","-7.9994230","110.2489630"
"64","207","Heha Sky View","Yogyakarta","Taman Hiburan","15000","3","-7.8496144","110.4783240"
"64","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","5","-7.6470943","110.4280998"
"64","97","Monumen Yogya Kembali","Yogyakarta","Budaya","15000","4","-7.7495904","110.3696068"
"64","181","Pantai Sundak","Yogyakarta","Bahari","5000","1","-8.1470720","110.6079043"
"64","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","1","-8.1026167","110.4562084"
"64","135","Kawasan Wisata Sosrowijayan","Yogyakarta","Pusat Perbelanjaan","0","3","-7.7916235","110.3619560"
"65","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","1","-8.1026167","110.4562084"
"65","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","5","-7.9136080","110.4377830"
"65","161","Bukit Paralayang, Watugupit","Yogyakarta","Cagar Alam","5000","1","-8.0268551","110.3459122"
"65","117","The World Landmarks - Merapi Park Yogyakarta","Yogyakarta","Taman Hiburan","22000","4","-7.6209046","110.4216275"
"65","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","1","-7.9209209","110.4355651"
"66","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","3","-7.9431780","110.4892400"
"66","208","Taman Sungai Mudal","Yogyakarta","Cagar Alam","10000","3","-7.7628136","110.1161626"
"66","194","Pantai Wediombo","Yogyakarta","Bahari","5000","3","-8.1862462","110.7099010"
"66","117","The World Landmarks - Merapi Park Yogyakarta","Yogyakarta","Taman Hiburan","22000","2","-7.6209046","110.4216275"
"66","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","4","-7.8116719","110.3632380"
"66","198","Pantai Greweng","Yogyakarta","Bahari","5000","1","-8.1978644","110.7186216"
"66","166","Kebun Teh Nglinggo","Yogyakarta","Cagar Alam","6000","4","-7.6470540","110.1414699"
"66","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","1","-7.8229089","110.3756894"
"67","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","3","-7.8116719","110.3632380"
"67","146","Bukit Wisata Pulepayung","Yogyakarta","Cagar Alam","10000","5","-7.8001106","110.1238954"
"67","144","Goa Jomblang","Yogyakarta","Cagar Alam","500000","3","-8.0281562","110.6383307"
"67","116","Jurang Tembelan Kanigoro","Yogyakarta","Taman Hiburan","2500","3","-7.9401065","110.4300062"
"67","199","Pantai Sedahan","Yogyakarta","Bahari","5000","1","-8.1978943","110.7208535"
"67","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","2","-7.8229089","110.3756894"
"67","207","Heha Sky View","Yogyakarta","Taman Hiburan","15000","3","-7.8496144","110.4783240"
"67","160","Pasar Kebon Empring Bintaran","Yogyakarta","Pusat Perbelanjaan","0","5","-7.8363205","110.4575806"
"67","89","De Mata Museum Jogja","Yogyakarta","Budaya","50000","5","-7.8163156","110.3871442"
"67","195","Pantai Jogan","Yogyakarta","Bahari","5000","1","-8.1801350","110.6763715"
"67","111","Puncak Pinus Becici","Yogyakarta","Taman Hiburan","3000","1","-7.9020355","110.4374627"
"67","150","Wisata Kraton Jogja","Yogyakarta","Budaya","7000","2","-7.8067535","110.3636659"
"67","204","Desa Wisata Pulesari","Yogyakarta","Taman Hiburan","0","2","-7.6258806","110.3716980"
"68","114","The Lost World Castle","Yogyakarta","Taman Hiburan","30000","1","-7.6041648","110.4510042"
"68","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","1","-7.9742940","110.4364363"
"68","138","Jogja Exotarium","Yogyakarta","Taman Hiburan","20000","1","-7.7280356","110.3591712"
"68","138","Jogja Exotarium","Yogyakarta","Taman Hiburan","20000","1","-7.7280356","110.3591712"
"68","208","Taman Sungai Mudal","Yogyakarta","Cagar Alam","10000","2","-7.7628136","110.1161626"
"68","186","Pantai Glagah","Yogyakarta","Bahari","5000","2","-7.9119427","110.0647339"
"68","85","Taman Pintar Yogyakarta","Yogyakarta","Taman Hiburan","6000","4","-7.8006715","110.3676551"
"68","123","Kampung Wisata Rejowinangun","Yogyakarta","Budaya","0","1","-7.8152776","110.3988359"
"68","157","Pantai Baron","Yogyakarta","Bahari","10000","4","-8.1288246","110.5487763"
"68","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","3","-7.7044358","110.4502600"
"69","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","3","-7.7044358","110.4502600"
"69","113","Gedung Agung Yogyakarta","Yogyakarta","Budaya","0","1","-7.8001506","110.3637507"
"69","120","Bukit Panguk Kediwung","Yogyakarta","Budaya","250000","1","-7.9583695","110.4407622"
"69","155","Pantai Ngobaran","Yogyakarta","Bahari","5000","3","-8.1184844","110.5028785"
"70","196","Pantai Ngrenehan","Yogyakarta","Bahari","3000","5","-8.1211475","110.5142337"
"70","161","Bukit Paralayang, Watugupit","Yogyakarta","Cagar Alam","5000","5","-8.0268551","110.3459122"
"70","122","Watu Goyang","Yogyakarta","Budaya","2500","2","-7.9274086","110.4120586"
"70","89","De Mata Museum Jogja","Yogyakarta","Budaya","50000","1","-7.8163156","110.3871442"
"70","172","Pantai Indrayanti","Yogyakarta","Bahari","10000","4","-8.1508415","110.6129852"
"70","131","Watu Lumbung","Yogyakarta","Cagar Alam","5000","5","-7.9924379","110.3177780"
"70","87","Sindu Kusuma Edupark (SKE)","Yogyakarta","Taman Hiburan","20000","5","-7.7672973","110.3542486"
"70","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","2","-7.9742940","110.4364363"
"71","125","Alun-alun Utara Keraton Yogyakarta","Yogyakarta","Budaya","0","3","-7.8038975","110.3644232"
"71","91","Situs Warungboto","Yogyakarta","Taman Hiburan","0","1","-7.8102685","110.3931513"
"71","198","Pantai Greweng","Yogyakarta","Bahari","5000","5","-8.1978644","110.7186216"
"71","162","Kampung Wisata Dipowinatan","Yogyakarta","Budaya","220000","4","-7.8105529","110.3704987"
"71","136","Grojogan Watu Purbo Bangunrejo","Yogyakarta","Taman Hiburan","10000","5","-7.6340172","110.3383700"
"71","96","Alun Alun Selatan Yogyakarta","Yogyakarta","Taman Hiburan","0","4","-7.8116719","110.3632380"
"71","197","Pantai Jungwok","Yogyakarta","Bahari","5000","5","-8.1978220","110.7123397"
"71","152","Pantai Patihan","Yogyakarta","Bahari","5000","2","-7.9977780","110.2449113"
"71","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","5","-7.9471210","110.4410000"
"71","200","Pantai Watu Kodok","Yogyakarta","Bahari","5000","3","-8.1370556","110.5746611"
"71","134","Desa Wisata Gamplong","Yogyakarta","Taman Hiburan","10000","2","-7.8055232","110.2374676"
"71","101","Kampung Wisata Sosro Menduran","Yogyakarta","Budaya","0","1","-7.7921900","110.3621510"
"71","168","Pantai Timang","Yogyakarta","Bahari","10000","1","-8.1759266","110.6624196"
"72","144","Goa Jomblang","Yogyakarta","Cagar Alam","500000","4","-8.0281562","110.6383307"
"72","142","Ledok Sambi","Yogyakarta","Cagar Alam","0","4","-7.6470943","110.4280998"
"72","85","Taman Pintar Yogyakarta","Yogyakarta","Taman Hiburan","6000","4","-7.8006715","110.3676551"
"72","173","Pantai Nglambor","Yogyakarta","Bahari","10000","4","-8.1827028","110.6792399"
"72","117","The World Landmarks - Merapi Park Yogyakarta","Yogyakarta","Taman Hiburan","22000","3","-7.6209046","110.4216275"
"72","195","Pantai Jogan","Yogyakarta","Bahari","5000","1","-8.1801350","110.6763715"
"72","109","Hutan Pinus Pengger","Yogyakarta","Taman Hiburan","3000","3","-7.8704832","110.4599108"
"73","133","Puncak Kebun Buah Mangunan","Yogyakarta","Taman Hiburan","5000","3","-7.9413718","110.4247345"
"73","125","Alun-alun Utara Keraton Yogyakarta","Yogyakarta","Budaya","0","5","-7.8038975","110.3644232"
"73","184","Pantai Sepanjang","Yogyakarta","Bahari","10000","1","-8.1366656","110.5659962"
"74","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","3","-7.9136080","110.4377830"
"74","138","Jogja Exotarium","Yogyakarta","Taman Hiburan","20000","5","-7.7280356","110.3591712"
"74","85","Taman Pintar Yogyakarta","Yogyakarta","Taman Hiburan","6000","2","-7.8006715","110.3676551"
"74","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","5","-7.8013803","110.3647652"
"74","115","Monumen Sanapati","Yogyakarta","Budaya","15000","5","-7.7881728","110.3715403"
"74","193","Candi Sewu","Yogyakarta","Budaya","50000","3","-7.7439217","110.4929095"
"74","105","Candi Donotirto","Yogyakarta","Budaya","0","4","-7.7955613","110.3612095"
"74","144","Goa Jomblang","Yogyakarta","Cagar Alam","500000","3","-8.0281562","110.6383307"
"74","188","Pantai Sadranan","Yogyakarta","Bahari","10000","2","-8.1456680","110.6043914"
"74","98","Taman Pelangi Yogyakarta","Yogyakarta","Taman Hiburan","15000","5","-7.7505259","110.3687049"
"74","179","Candi Ratu Boko","Yogyakarta","Budaya","75000","3","-7.7705416","110.4894158"
"75","180","Pantai Depok Jogja","Yogyakarta","Bahari","10000","4","-8.0137087","110.2914777"
"75","190","Pantai Samas","Yogyakarta","Bahari","4000","2","-8.0045535","110.2703756"
"75","173","Pantai Nglambor","Yogyakarta","Bahari","10000","4","-8.1827028","110.6792399"
"75","135","Kawasan Wisata Sosrowijayan","Yogyakarta","Pusat Perbelanjaan","0","5","-7.7916235","110.3619560"
"75","149","Goa Cerme","Yogyakarta","Cagar Alam","3000","5","-7.9794413","110.3803114"
"75","134","Desa Wisata Gamplong","Yogyakarta","Taman Hiburan","10000","3","-7.8055232","110.2374676"
"75","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","3","-7.7044358","110.4502600"
"75","187","Pantai Siung","Yogyakarta","Bahari","10000","1","-8.1818233","110.6832394"
"75","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","4","-7.9136080","110.4377830"
"76","118","Museum Sonobudoyo Unit I","Yogyakarta","Budaya","5000","4","-7.8024499","110.3639555"
"76","175","Museum Ullen Sentalu","Yogyakarta","Budaya","100000","5","-7.5978656","110.4233959"
"76","170","Candi Borobudur","Yogyakarta","Budaya","50000","4","-7.6078738","110.2037513"
"76","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","3","-8.1026167","110.4562084"
"76","176","Museum Gunung Merapi","Yogyakarta","Budaya","10000","5","-7.6159272","110.4243329"
"76","195","Pantai Jogan","Yogyakarta","Bahari","5000","5","-8.1801350","110.6763715"
"76","105","Candi Donotirto","Yogyakarta","Budaya","0","2","-7.7955613","110.3612095"
"76","192","Air Terjun Sri Gethuk","Yogyakarta","Cagar Alam","15000","3","-7.9431780","110.4892400"
"76","179","Candi Ratu Boko","Yogyakarta","Budaya","75000","1","-7.7705416","110.4894158"
"77","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","2","-7.7044358","110.4502600"
"77","126","Pantai Goa Cemara","Yogyakarta","Bahari","4000","3","-7.9994230","110.2489630"
"77","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","5","-7.9742940","110.4364363"
"77","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","1","-7.9471210","110.4410000"
"77","191","Pantai Drini","Yogyakarta","Bahari","10000","5","-8.1384509","110.5775220"
"77","181","Pantai Sundak","Yogyakarta","Bahari","5000","3","-8.1470720","110.6079043"
"77","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","5","-7.9742940","110.4364363"
"78","113","Gedung Agung Yogyakarta","Yogyakarta","Budaya","0","4","-7.8001506","110.3637507"
"78","181","Pantai Sundak","Yogyakarta","Bahari","5000","1","-8.1470720","110.6079043"
"78","155","Pantai Ngobaran","Yogyakarta","Bahari","5000","5","-8.1184844","110.5028785"
"78","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","4","-8.1026167","110.4562084"
"78","199","Pantai Sedahan","Yogyakarta","Bahari","5000","5","-8.1978943","110.7208535"
"78","117","The World Landmarks - Merapi Park Yogyakarta","Yogyakarta","Taman Hiburan","22000","5","-7.6209046","110.4216275"
"78","108","Embung Tambakboyo","Yogyakarta","Taman Hiburan","0","3","-7.7562270","110.4150131"
"78","151","Desa Wisata Kelor","Yogyakarta","Taman Hiburan","0","3","-7.6410258","110.3622794"
"78","120","Bukit Panguk Kediwung","Yogyakarta","Budaya","250000","3","-7.9583695","110.4407622"
"79","144","Goa Jomblang","Yogyakarta","Cagar Alam","500000","1","-8.0281562","110.6383307"
"79","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","5","-7.9742940","110.4364363"
"79","94","Sumur Gumuling","Yogyakarta","Taman Hiburan","7000","3","-7.8087911","110.3591825"
"79","139","Puncak Gunung Api Purba - Nglanggeran","Yogyakarta","Cagar Alam","10000","5","-7.8412530","110.5430560"
"79","88","Museum Benteng Vredeburg Yogyakarta","Yogyakarta","Budaya","3000","4","-7.8002016","110.3663044"
"79","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","2","-7.8013803","110.3647652"
"79","132","Air Terjun Kedung Pedut","Yogyakarta","Cagar Alam","20000","2","-7.7699875","110.1210707"
"79","93","Gembira Loka Zoo","Yogyakarta","Cagar Alam","60000","1","-7.8062344","110.3967977"
"79","177","Pantai Parangtritis","Yogyakarta","Bahari","10000","2","-8.0246080","110.3298045"
"79","182","Hutan Mangrove Kulon Progo","Yogyakarta","Bahari","5000","1","-7.8933459","110.0198257"
"79","184","Pantai Sepanjang","Yogyakarta","Bahari","10000","2","-8.1366656","110.5659962"
"79","177","Pantai Parangtritis","Yogyakarta","Bahari","10000","3","-8.0246080","110.3298045"
"79","92","Nol Kilometer Jl.Malioboro","Yogyakarta","Taman Hiburan","0","3","-7.8013803","110.3647652"
"80","173","Pantai Nglambor","Yogyakarta","Bahari","10000","4","-8.1827028","110.6792399"
"80","210","Pantai Congot","Yogyakarta","Bahari","3000","5","-7.9075425","110.0535658"
"80","100","Taman Budaya Yogyakarta","Yogyakarta","Budaya","0","1","-7.8001041","110.3676579"
"80","108","Embung Tambakboyo","Yogyakarta","Taman Hiburan","0","2","-7.7562270","110.4150131"
"80","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","5","-7.9136080","110.4377830"
"80","150","Wisata Kraton Jogja","Yogyakarta","Budaya","7000","3","-7.8067535","110.3636659"
"80","173","Pantai Nglambor","Yogyakarta","Bahari","10000","1","-8.1827028","110.6792399"
"81","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","4","-7.7044358","110.4502600"
"81","115","Monumen Sanapati","Yogyakarta","Budaya","15000","3","-7.7881728","110.3715403"
"81","125","Alun-alun Utara Keraton Yogyakarta","Yogyakarta","Budaya","0","1","-7.8038975","110.3644232"
"81","173","Pantai Nglambor","Yogyakarta","Bahari","10000","2","-8.1827028","110.6792399"
"81","181","Pantai Sundak","Yogyakarta","Bahari","5000","1","-8.1470720","110.6079043"
"81","135","Kawasan Wisata Sosrowijayan","Yogyakarta","Pusat Perbelanjaan","0","3","-7.7916235","110.3619560"
"81","120","Bukit Panguk Kediwung","Yogyakarta","Budaya","250000","1","-7.9583695","110.4407622"
"82","154","Pantai Ngrawe (Mesra)","Yogyakarta","Bahari","10000","2","-8.1333389","110.5537405"
"82","206","Wisata Kaliurang","Yogyakarta","Cagar Alam","8000","2","-7.6120675","110.4205209"
"82","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","1","-7.9209209","110.4355651"
"83","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","2","-7.9209209","110.4355651"
"83","106","Kawasan Malioboro","Yogyakarta","Taman Hiburan","0","4","-7.7931670","110.3655238"
"83","130","Studio Alam Gamplong","Yogyakarta","Taman Hiburan","10000","3","-7.8057936","110.2367304"
"83","173","Pantai Nglambor","Yogyakarta","Bahari","10000","4","-8.1827028","110.6792399"
"83","152","Pantai Patihan","Yogyakarta","Bahari","5000","1","-7.9977780","110.2449113"
"83","209","Pantai Sanglen","Yogyakarta","Bahari","10000","1","-8.1367456","110.5716362"
"83","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","3","-8.1026167","110.4562084"
"83","101","Kampung Wisata Sosro Menduran","Yogyakarta","Budaya","0","3","-7.7921900","110.3621510"
"83","184","Pantai Sepanjang","Yogyakarta","Bahari","10000","1","-8.1366656","110.5659962"
"83","208","Taman Sungai Mudal","Yogyakarta","Cagar Alam","10000","4","-7.7628136","110.1161626"
"83","204","Desa Wisata Pulesari","Yogyakarta","Taman Hiburan","0","4","-7.6258806","110.3716980"
"83","189","Pantai Nguluran","Yogyakarta","Bahari","10000","5","-8.1060061","110.4618655"
"84","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","1","-8.1026167","110.4562084"
"84","196","Pantai Ngrenehan","Yogyakarta","Bahari","3000","5","-8.1211475","110.5142337"
"84","97","Monumen Yogya Kembali","Yogyakarta","Budaya","15000","4","-7.7495904","110.3696068"
"84","184","Pantai Sepanjang","Yogyakarta","Bahari","10000","2","-8.1366656","110.5659962"
"84","131","Watu Lumbung","Yogyakarta","Cagar Alam","5000","2","-7.9924379","110.3177780"
"84","156","Pantai Pulang Sawal","Yogyakarta","Bahari","10000","2","-8.1506589","110.6126311"
"84","171","Candi Ijo","Yogyakarta","Budaya","5000","4","-7.7838276","110.5118987"
"84","202","Pantai Ngandong","Yogyakarta","Bahari","10000","4","-8.1464230","110.6061408"
"84","186","Pantai Glagah","Yogyakarta","Bahari","5000","3","-7.9119427","110.0647339"
"84","179","Candi Ratu Boko","Yogyakarta","Budaya","75000","4","-7.7705416","110.4894158"
"84","104","Tebing Breksi","Yogyakarta","Budaya","20000","1","-7.7815714","110.5045827"
"85","104","Tebing Breksi","Yogyakarta","Budaya","20000","3","-7.7815714","110.5045827"
"85","164","Pintoe Langit Dahromo","Yogyakarta","Cagar Alam","2500","3","-7.9136080","110.4377830"
"85","108","Embung Tambakboyo","Yogyakarta","Taman Hiburan","0","3","-7.7562270","110.4150131"
"85","103","Tugu Pal Putih Jogja","Yogyakarta","Taman Hiburan","0","4","-7.7829437","110.3670548"
"85","156","Pantai Pulang Sawal","Yogyakarta","Bahari","10000","4","-8.1506589","110.6126311"
"85","132","Air Terjun Kedung Pedut","Yogyakarta","Cagar Alam","20000","3","-7.7699875","110.1210707"
"85","155","Pantai Ngobaran","Yogyakarta","Bahari","5000","4","-8.1184844","110.5028785"
"85","159","Hutan Pinus Asri","Yogyakarta","Cagar Alam","2500","2","-7.9209209","110.4355651"
"85","197","Pantai Jungwok","Yogyakarta","Bahari","5000","5","-8.1978220","110.7123397"
"85","210","Pantai Congot","Yogyakarta","Bahari","3000","5","-7.9075425","110.0535658"
"86","174","Pasar Beringharjo","Yogyakarta","Pusat Perbelanjaan","0","4","-7.7987943","110.3674430"
"86","160","Pasar Kebon Empring Bintaran","Yogyakarta","Pusat Perbelanjaan","0","1","-7.8363205","110.4575806"
"86","187","Pantai Siung","Yogyakarta","Bahari","10000","3","-8.1818233","110.6832394"
"86","158","Pantai Pok Tunggal","Yogyakarta","Bahari","10000","3","-8.1554468","110.6217582"
"86","184","Pantai Sepanjang","Yogyakarta","Bahari","10000","4","-8.1366656","110.5659962"
"86","160","Pasar Kebon Empring Bintaran","Yogyakarta","Pusat Perbelanjaan","0","5","-7.8363205","110.4575806"
"86","95","Desa Wisata Sungai Code Jogja Kota","Yogyakarta","Taman Hiburan","0","4","-7.8229089","110.3756894"
"86","127","Blue Lagoon Jogja","Yogyakarta","Taman Hiburan","10000","1","-7.7044358","110.4502600"
"86","166","Kebun Teh Nglinggo","Yogyakarta","Cagar Alam","6000","1","-7.6470540","110.1414699"
"86","106","Kawasan Malioboro","Yogyakarta","Taman Hiburan","0","5","-7.7931670","110.3655238"
"86","155","Pantai Ngobaran","Yogyakarta","Bahari","5000","1","-8.1184844","110.5028785"
"86","180","Pantai Depok Jogja","Yogyakarta","Bahari","10000","3","-8.0137087","110.2914777"
"86","176","Museum Gunung Merapi","Yogyakarta","Budaya","10000","3","-7.6159272","110.4243329"
"86","193","Candi Sewu","Yogyakarta","Budaya","50000","1","-7.7439217","110.4929095"
"86","160","Pasar Kebon Empring Bintaran","Yogyakarta","Pusat Perbelanjaan","0","4","-7.8363205","110.4575806"
"86","207","Heha Sky View","Yogyakarta","Taman Hiburan","15000","4","-7.8496144","110.4783240"
"86","208","Taman Sungai Mudal","Yogyakarta","Cagar Alam","10000","3","-7.7628136","110.1161626"
"87","203","Galaxy Waterpark Jogja","Yogyakarta","Taman Hiburan","40000","3","-7.8159633","110.4136917"
"87","165","Green Village Gedangsari","Yogyakarta","Taman Hiburan","2000","5","-7.8130940","110.6155710"
"87","153","Pantai Kukup","Yogyakarta","Bahari","10000","4","-8.1338763","110.5548349"
"87","163","Watu Mabur Mangunan","Yogyakarta","Cagar Alam","2500","4","-7.9471210","110.4410000"
"87","122","Watu Goyang","Yogyakarta","Budaya","2500","4","-7.9274086","110.4120586"
"87","119","Lava Bantal","Yogyakarta","Budaya","5000","1","-7.8081518","110.4595183"
"87","169","Puncak Segoro","Yogyakarta","Cagar Alam","5000","1","-8.1026167","110.4562084"
"87","108","Embung Tambakboyo","Yogyakarta","Taman Hiburan","0","2","-7.7562270","110.4150131"
"87","161","Bukit Paralayang, Watugupit","Yogyakarta","Cagar Alam","5000","4","-8.0268551","110.3459122"
"87","166","Kebun Teh Nglinggo","Yogyakarta","Cagar Alam","6000","4","-7.6470540","110.1414699"
"87","167","Geoforest Watu Payung Turunan","Yogyakarta","Cagar Alam","0","4","-7.9742940","110.4364363"
